date,time,city,month,hour,temperature,humidity,wind_speed,pm25,pm10,no2,co,so2,o3,aqi,aqi_category
2022-01-24,12:00,Allahabad,1,12,16.5,74.6,0.5,130.4,246.3,57.5,2.34,3.7,49.4,318.9,Very Poor
2022-01-25,00:00,Delhi,1,0,16.7,71.8,5.7,60.5,137.0,18.3,3.03,32.5,17.6,125.2,Moderate
2022-01-25,12:00,Mumbai,1,12,12.7,70.1,1.2,100.1,251.2,58.4,1.79,29.4,37.4,229.3,Poor
2022-01-26,00:00,Lucknow,1,0,11.9,76.2,3.2,41.5,86.3,61.3,0.93,5.6,56.4,81.8,Satisfactory
2022-01-26,12:00,Kanpur,1,12,11.9,72.5,3.1,58.7,107.5,29.3,0.83,66.6,63.2,115.0,Moderate
2022-01-27,00:00,Agra,1,0,13.1,76.4,10.0,102.7,247.6,115.3,0.82,6.7,9.7,242.9,Poor
2022-01-27,12:00,Mathura,1,12,18.4,89.8,1.2,124.2,212.3,30.3,1.05,46.6,7.9,312.7,Very Poor
2022-01-28,00:00,Varanasi,1,0,17.1,67.9,4.1,17.6,47.8,8.1,1.48,12.5,12.0,49.0,Good
2022-01-28,12:00,Allahabad,1,12,8.5,75.7,2.0,47.9,77.6,63.9,1.84,13.4,37.5,90.6,Satisfactory
2022-01-29,00:00,Delhi,1,0,13.2,76.8,4.3,73.2,130.1,24.7,1.21,20.9,27.3,159.3,Moderate
2022-01-29,12:00,Mumbai,1,12,9.4,76.5,0.5,154.1,328.7,136.7,0.62,28.0,42.3,359.1,Very Poor
2022-01-30,00:00,Lucknow,1,0,13.9,61.1,2.9,46.3,125.7,33.5,1.46,7.1,56.9,116.6,Moderate
2022-01-30,12:00,Kanpur,1,12,12.4,62.2,0.5,55.7,112.3,2.0,1.43,61.8,5.0,120.6,Moderate
2022-01-31,00:00,Agra,1,0,7.8,56.0,5.4,225.6,519.2,41.0,0.77,5.5,86.4,500.0,Severe
2022-01-31,12:00,Mathura,1,12,10.2,56.6,0.6,127.3,251.7,61.3,1.43,16.1,33.7,308.8,Very Poor
2022-02-01,00:00,Varanasi,2,0,13.3,99.1,11.3,61.9,149.1,18.3,1.55,4.8,48.6,141.5,Moderate
2022-02-01,12:00,Allahabad,2,12,12.9,84.3,2.0,112.9,176.7,145.6,3.56,76.2,14.8,272.7,Poor
2022-02-02,00:00,Delhi,2,0,18.2,66.1,10.5,123.9,234.0,135.3,1.19,32.0,19.7,300.8,Very Poor
2022-02-02,12:00,Mumbai,2,12,15.9,67.6,0.8,168.5,359.7,33.1,1.98,4.0,42.8,364.5,Very Poor
2022-02-03,00:00,Lucknow,2,0,18.7,100.0,14.3,87.0,144.2,78.1,1.44,14.1,14.1,190.9,Moderate
2022-02-03,12:00,Kanpur,2,12,16.8,83.6,6.3,136.4,309.1,17.1,0.87,42.7,8.7,325.4,Very Poor
2022-02-04,00:00,Agra,2,0,13.9,87.6,6.0,37.8,79.4,31.3,0.77,8.8,24.6,76.2,Satisfactory
2022-02-04,12:00,Mathura,2,12,12.9,90.8,4.3,15.2,22.6,41.2,1.1,1.9,6.6,26.3,Good
2022-02-05,00:00,Varanasi,2,0,17.5,87.4,0.7,25.2,28.4,30.9,3.15,9.6,5.0,52.8,Satisfactory
2022-02-05,12:00,Allahabad,2,12,15.7,89.1,4.1,126.3,200.9,58.1,1.24,12.4,57.0,308.4,Very Poor
2022-02-06,00:00,Delhi,2,0,16.2,84.5,7.1,57.1,120.6,30.4,2.26,11.6,85.0,117.3,Moderate
2022-02-06,12:00,Mumbai,2,12,20.7,78.0,13.0,43.9,65.6,62.0,1.1,5.6,27.0,79.8,Satisfactory
2022-02-07,00:00,Lucknow,2,0,17.1,90.5,6.1,115.5,281.8,45.2,1.05,24.9,5.0,288.9,Poor
2022-02-07,12:00,Kanpur,2,12,18.6,94.5,0.6,196.7,444.0,72.4,0.74,40.5,15.0,411.2,Severe
2022-02-08,00:00,Agra,2,0,14.2,77.1,12.9,35.8,58.6,41.2,3.11,4.8,31.8,57.7,Satisfactory
2022-02-08,12:00,Mathura,2,12,18.1,97.1,3.7,273.9,490.7,48.7,1.27,46.7,8.9,495.8,Severe
2022-02-09,00:00,Varanasi,2,0,17.1,86.5,8.2,80.4,168.2,38.3,2.15,20.8,10.2,167.2,Moderate
2022-02-09,12:00,Allahabad,2,12,16.4,85.7,6.6,32.2,50.6,156.0,2.76,30.9,28.9,53.6,Satisfactory
2022-02-10,00:00,Delhi,2,0,14.9,73.4,11.7,44.5,81.5,32.8,2.53,17.3,13.2,84.7,Satisfactory
2022-02-10,12:00,Mumbai,2,12,13.5,100.0,17.7,31.8,45.2,23.1,6.53,34.6,87.0,39.4,Good
2022-02-11,00:00,Lucknow,2,0,18.8,90.7,3.5,183.7,301.0,34.7,0.7,7.9,23.2,401.1,Severe
2022-02-11,12:00,Kanpur,2,12,18.5,81.3,4.7,220.6,443.7,36.9,1.32,5.8,55.3,461.4,Severe
2022-02-12,00:00,Agra,2,0,17.7,90.2,1.1,122.9,287.0,45.1,0.81,32.6,12.9,306.6,Very Poor
2022-02-12,12:00,Mathura,2,12,19.1,81.7,2.4,48.3,104.9,206.7,2.32,57.8,5.0,101.2,Moderate
2022-02-13,00:00,Varanasi,2,0,21.4,81.4,2.5,90.7,139.5,28.0,0.68,40.9,32.6,199.3,Moderate
2022-02-13,12:00,Allahabad,2,12,21.1,70.4,0.5,123.7,297.8,7.9,1.87,28.6,45.2,305.5,Very Poor
2022-02-14,00:00,Delhi,2,0,19.5,100.0,0.6,12.6,28.2,36.9,1.24,28.3,28.2,25.6,Good
2022-02-14,12:00,Mumbai,2,12,19.5,77.8,0.6,116.5,202.8,26.9,2.43,68.9,17.2,294.3,Poor
2022-02-15,00:00,Lucknow,2,0,14.7,84.0,0.6,90.9,222.8,168.6,0.26,23.3,68.6,207.9,Poor
2022-02-15,12:00,Kanpur,2,12,14.6,82.0,1.5,120.7,274.4,57.4,1.25,19.7,9.1,301.0,Very Poor
2022-02-16,00:00,Agra,2,0,17.5,92.5,5.2,49.3,91.8,35.8,0.95,12.9,11.2,91.0,Satisfactory
2022-02-16,12:00,Mathura,2,12,19.8,97.0,1.6,71.0,126.9,81.6,0.1,8.1,19.1,144.5,Moderate
2022-02-17,00:00,Varanasi,2,0,17.2,81.8,6.2,82.0,183.0,17.0,1.18,9.6,16.7,180.2,Moderate
2022-02-17,12:00,Allahabad,2,12,18.9,90.1,2.3,50.3,129.0,35.1,1.04,1.0,65.3,119.1,Moderate
2022-02-18,00:00,Delhi,2,0,16.6,89.4,0.8,88.2,160.9,24.9,4.03,11.0,28.4,196.2,Moderate
2022-02-18,12:00,Mumbai,2,12,14.2,78.0,0.5,81.4,202.4,26.3,0.2,24.7,26.2,168.9,Moderate
2022-02-19,00:00,Lucknow,2,0,15.1,75.4,0.5,26.3,63.8,11.4,0.55,31.7,43.9,61.7,Satisfactory
2022-02-19,12:00,Kanpur,2,12,12.9,84.1,10.6,158.7,379.2,43.8,3.9,29.1,43.0,357.0,Very Poor
2022-02-20,00:00,Agra,2,0,15.7,95.4,4.4,258.2,652.6,26.3,1.27,13.6,105.8,496.1,Severe
2022-02-20,12:00,Mathura,2,12,18.7,71.9,7.3,40.4,77.6,67.6,2.71,35.4,23.0,69.8,Satisfactory
2022-02-21,00:00,Varanasi,2,0,12.6,79.7,0.7,48.6,93.5,30.0,0.95,1.0,54.6,97.7,Satisfactory
2022-02-21,12:00,Allahabad,2,12,16.9,79.0,1.0,22.1,43.8,24.4,1.92,15.8,45.5,57.6,Satisfactory
2022-02-22,00:00,Delhi,2,0,18.7,76.6,1.6,21.0,38.5,40.0,1.43,43.5,19.5,35.2,Good
2022-02-22,12:00,Mumbai,2,12,17.0,91.1,11.9,108.2,212.3,38.0,0.67,23.0,22.5,258.9,Poor
2022-02-23,00:00,Lucknow,2,0,17.5,87.7,3.2,25.3,59.6,29.0,0.38,19.5,60.8,64.5,Satisfactory
2022-02-23,12:00,Kanpur,2,12,20.7,68.0,1.6,76.3,130.9,50.2,2.28,11.3,5.0,153.3,Moderate
2022-02-24,00:00,Agra,2,0,17.6,87.1,7.0,120.4,240.9,37.8,3.06,18.2,5.0,301.1,Very Poor
2022-02-24,12:00,Mathura,2,12,12.6,79.9,0.5,230.6,570.3,36.3,1.07,32.4,46.0,494.1,Severe
2022-02-25,00:00,Varanasi,2,0,20.0,88.0,2.1,61.2,101.8,21.9,1.17,64.8,53.5,94.0,Satisfactory
2022-02-25,12:00,Allahabad,2,12,22.1,67.4,0.5,87.1,220.3,52.4,5.69,26.8,36.7,190.1,Moderate
2022-02-26,00:00,Delhi,2,0,13.8,72.0,5.1,139.4,304.6,31.4,2.08,5.6,44.7,328.5,Very Poor
2022-02-26,12:00,Mumbai,2,12,17.3,100.0,0.6,77.7,191.9,6.5,0.29,23.8,13.1,154.0,Moderate
2022-02-27,00:00,Lucknow,2,0,17.6,83.8,1.9,58.8,142.2,100.3,2.0,15.5,5.5,122.6,Moderate
2022-02-27,12:00,Kanpur,2,12,18.6,90.5,0.7,89.6,209.1,45.3,3.53,34.6,14.9,202.3,Poor
2022-02-28,00:00,Agra,2,0,9.8,74.3,2.2,40.3,102.9,3.5,2.03,28.4,73.3,103.3,Moderate
2022-02-28,12:00,Mathura,2,12,15.1,73.3,6.7,133.4,224.6,90.4,5.53,51.8,35.8,319.3,Very Poor
2022-03-01,00:00,Varanasi,3,0,27.0,79.6,3.6,73.6,161.2,25.3,1.03,8.1,34.5,150.4,Moderate
2022-03-01,12:00,Allahabad,3,12,26.7,90.0,0.5,82.1,142.1,47.1,0.72,24.8,42.8,174.3,Moderate
2022-03-02,00:00,Delhi,3,0,23.1,75.0,3.0,35.1,58.3,13.6,0.67,16.8,13.4,57.3,Satisfactory
2022-03-02,12:00,Mumbai,3,12,25.8,75.4,3.9,32.7,47.3,76.9,0.1,4.3,9.2,55.8,Satisfactory
2022-03-03,00:00,Lucknow,3,0,26.2,84.2,0.8,68.0,132.6,41.4,0.27,27.4,29.4,132.5,Moderate
2022-03-03,12:00,Kanpur,3,12,28.5,82.7,3.8,97.4,184.3,34.5,1.47,28.5,11.4,225.4,Poor
2022-03-04,00:00,Agra,3,0,24.7,100.0,2.4,102.5,160.8,9.8,2.3,6.5,47.9,242.5,Poor
2022-03-04,12:00,Mathura,3,12,27.2,89.8,8.4,25.1,47.4,38.8,0.41,37.9,12.2,39.3,Good
2022-03-05,00:00,Varanasi,3,0,18.9,90.4,0.6,53.4,63.5,18.1,1.36,9.5,16.1,93.1,Satisfactory
2022-03-05,12:00,Allahabad,3,12,26.0,90.7,0.7,125.6,244.8,4.8,1.75,1.8,21.1,302.5,Very Poor
2022-03-06,00:00,Delhi,3,0,25.0,89.2,12.4,98.7,224.3,38.6,0.46,31.9,27.8,228.7,Poor
2022-03-06,12:00,Mumbai,3,12,24.1,100.0,1.9,73.6,120.8,33.2,0.1,34.6,27.2,146.2,Moderate
2022-03-07,00:00,Lucknow,3,0,22.2,87.6,3.2,65.7,123.0,28.1,0.81,8.2,72.3,120.5,Moderate
2022-03-07,12:00,Kanpur,3,12,26.1,88.4,2.9,174.8,286.2,42.5,2.85,25.1,6.9,378.6,Very Poor
2022-03-08,00:00,Agra,3,0,20.6,83.1,5.3,39.8,69.7,33.9,1.11,19.1,60.6,72.3,Satisfactory
2022-03-08,12:00,Mathura,3,12,22.4,99.0,1.1,104.9,257.2,52.4,1.35,11.5,11.7,246.3,Poor
2022-03-09,00:00,Varanasi,3,0,22.9,93.5,6.0,46.4,82.6,37.0,1.37,13.9,13.5,85.2,Satisfactory
2022-03-09,12:00,Allahabad,3,12,20.9,93.5,9.4,28.5,51.1,19.7,1.39,6.3,27.0,49.7,Good
2022-03-10,00:00,Delhi,3,0,26.9,77.9,0.7,73.1,160.6,11.0,2.15,29.8,81.4,146.2,Moderate
2022-03-10,12:00,Mumbai,3,12,28.3,100.0,13.7,111.0,250.7,88.9,1.26,12.3,54.9,269.9,Poor
2022-03-11,00:00,Lucknow,3,0,23.0,96.9,3.7,102.9,212.6,54.9,1.04,17.4,66.7,251.3,Poor
2022-03-11,12:00,Kanpur,3,12,27.6,89.1,14.3,114.6,186.6,10.2,4.81,8.7,13.0,281.5,Poor
2022-03-12,00:00,Agra,3,0,25.6,76.0,13.9,59.6,138.2,15.1,0.34,4.2,18.3,123.9,Moderate
2022-03-12,12:00,Mathura,3,12,23.2,95.5,2.2,48.9,86.1,36.1,1.38,8.8,39.6,99.9,Satisfactory
2022-03-13,00:00,Varanasi,3,0,26.0,75.0,2.7,28.1,39.0,7.0,1.34,20.7,69.5,46.5,Good
2022-03-13,12:00,Allahabad,3,12,15.0,70.3,10.2,128.1,249.8,29.5,0.59,10.2,56.8,307.9,Very Poor
2022-03-14,00:00,Delhi,3,0,23.2,76.6,1.7,78.7,191.7,44.2,0.65,4.5,42.4,159.3,Moderate
2022-03-14,12:00,Mumbai,3,12,23.9,90.4,2.1,91.3,130.0,20.4,0.86,6.7,56.9,207.6,Poor
2022-03-15,00:00,Lucknow,3,0,16.8,80.0,7.2,101.1,148.7,11.5,0.93,7.7,92.6,236.0,Poor
2022-03-15,12:00,Kanpur,3,12,25.7,76.1,1.5,68.7,124.7,61.6,0.53,40.3,30.0,129.5,Moderate
2022-03-16,00:00,Agra,3,0,25.3,87.5,23.1,67.0,125.1,37.1,0.16,1.0,17.2,125.8,Moderate
2022-03-16,12:00,Mathura,3,12,21.6,85.9,1.7,10.1,30.6,60.0,0.64,12.9,12.2,26.4,Good
2022-03-17,00:00,Varanasi,3,0,19.3,87.3,2.9,126.6,228.6,44.4,1.54,16.4,32.7,310.5,Very Poor
2022-03-17,12:00,Allahabad,3,12,25.3,73.7,0.7,174.3,366.7,32.7,1.62,6.9,26.7,377.4,Very Poor
2022-03-18,00:00,Delhi,3,0,26.5,69.5,3.0,82.5,164.2,14.4,0.48,11.4,42.6,176.1,Moderate
2022-03-18,12:00,Mumbai,3,12,26.3,79.9,4.4,66.0,153.3,89.7,0.39,17.0,43.3,138.2,Moderate
2022-03-19,00:00,Lucknow,3,0,26.3,69.4,2.3,108.5,218.2,16.5,0.59,9.8,42.4,270.9,Poor
2022-03-19,12:00,Kanpur,3,12,25.1,87.3,4.4,145.4,332.8,128.8,1.78,19.3,25.6,351.6,Very Poor
2022-03-20,00:00,Agra,3,0,17.0,91.7,3.4,20.6,31.1,49.6,1.86,39.7,41.0,36.6,Good
2022-03-20,12:00,Mathura,3,12,19.4,73.4,1.2,59.9,97.5,14.9,2.39,9.5,31.8,100.3,Moderate
2022-03-21,00:00,Varanasi,3,0,23.4,81.4,7.5,44.1,77.9,65.2,0.29,20.7,17.4,81.7,Satisfactory
2022-03-21,12:00,Allahabad,3,12,26.9,79.5,14.9,66.7,129.1,28.4,0.2,21.7,20.9,114.5,Moderate
2022-03-22,00:00,Delhi,3,0,23.8,86.6,0.5,139.2,303.4,19.5,0.59,5.6,49.5,327.0,Very Poor
2022-03-22,12:00,Mumbai,3,12,29.2,73.6,2.2,112.3,223.7,11.9,0.46,21.8,43.0,271.1,Poor
2022-03-23,00:00,Lucknow,3,0,22.7,93.3,15.8,44.9,110.2,43.0,0.62,6.5,59.9,109.4,Moderate
2022-03-23,12:00,Kanpur,3,12,24.1,63.9,11.6,64.2,90.8,149.9,0.73,44.0,19.5,120.0,Moderate
2022-03-24,00:00,Agra,3,0,24.5,92.7,1.3,30.4,67.9,27.4,0.94,2.5,40.8,62.3,Satisfactory
2022-03-24,12:00,Mathura,3,12,19.1,92.1,0.9,82.9,166.4,50.4,0.68,18.3,147.1,180.8,Moderate
2022-03-25,00:00,Varanasi,3,0,20.3,100.0,2.3,38.7,64.5,32.6,0.92,1.0,68.5,66.9,Satisfactory
2022-03-25,12:00,Allahabad,3,12,30.2,92.0,6.7,105.7,224.0,48.3,0.16,29.1,18.7,248.3,Poor
2022-03-26,00:00,Delhi,3,0,20.4,87.6,6.9,172.0,319.3,39.8,1.42,64.3,99.1,379.8,Very Poor
2022-03-26,12:00,Mumbai,3,12,27.3,95.1,2.8,40.5,85.9,26.9,0.35,9.2,27.0,77.7,Satisfactory
2022-03-27,00:00,Lucknow,3,0,19.6,71.4,8.5,146.7,341.1,36.5,0.1,36.3,9.9,345.2,Very Poor
2022-03-27,12:00,Kanpur,3,12,25.2,78.2,4.0,115.4,257.6,47.7,2.66,18.3,34.3,292.2,Poor
2022-03-28,00:00,Agra,3,0,31.8,81.0,15.1,35.8,63.7,12.8,0.1,15.1,18.0,72.1,Satisfactory
2022-03-28,12:00,Mathura,3,12,25.4,79.1,14.3,25.0,43.0,47.6,0.72,33.4,107.1,47.4,Good
2022-03-29,00:00,Varanasi,3,0,26.7,72.2,7.2,108.9,182.1,26.8,0.5,3.7,119.9,264.3,Poor
2022-03-29,12:00,Allahabad,3,12,22.8,85.1,0.5,195.5,404.1,8.6,2.11,12.2,38.3,406.1,Severe
2022-03-30,00:00,Delhi,3,0,28.5,98.9,3.6,5.0,10.0,39.5,0.26,33.1,26.5,3.4,Good
2022-03-30,12:00,Mumbai,3,12,26.5,81.5,12.1,38.3,99.8,17.1,2.79,20.9,30.3,88.7,Satisfactory
2022-03-31,00:00,Lucknow,3,0,26.5,60.1,40.0,64.2,118.6,3.1,0.21,19.1,99.5,111.9,Moderate
2022-03-31,12:00,Kanpur,3,12,20.1,89.3,5.2,205.6,422.7,49.7,0.18,20.7,20.2,425.5,Severe
2022-04-01,00:00,Agra,4,0,33.2,74.1,6.8,57.3,106.5,26.0,1.89,19.9,22.3,96.1,Satisfactory
2022-04-01,12:00,Mathura,4,12,27.8,100.0,5.9,65.9,130.0,27.5,2.64,3.4,31.5,125.8,Moderate
2022-04-02,00:00,Varanasi,4,0,33.5,79.4,2.5,35.0,58.6,37.7,1.69,14.3,56.4,61.5,Satisfactory
2022-04-02,12:00,Allahabad,4,12,33.6,73.4,7.3,30.2,73.7,13.9,0.36,11.4,15.2,76.1,Satisfactory
2022-04-03,00:00,Delhi,4,0,32.1,86.2,2.8,57.9,111.1,20.2,0.63,20.0,53.3,108.4,Moderate
2022-04-03,12:00,Mumbai,4,12,29.4,81.9,2.6,79.3,206.5,11.5,0.79,29.0,24.2,170.5,Moderate
2022-04-04,00:00,Lucknow,4,0,36.1,80.8,3.8,64.4,109.7,83.8,0.69,18.1,70.4,118.6,Moderate
2022-04-04,12:00,Kanpur,4,12,31.8,72.4,9.6,182.4,317.6,54.2,1.23,19.3,13.7,395.7,Very Poor
2022-04-05,00:00,Agra,4,0,42.2,100.0,1.3,54.0,117.4,18.6,1.46,4.2,37.7,112.6,Moderate
2022-04-05,12:00,Mathura,4,12,31.8,87.8,0.5,48.0,64.9,47.9,0.76,10.3,5.0,82.1,Satisfactory
2022-04-06,00:00,Varanasi,4,0,36.3,77.2,3.6,130.7,306.5,29.7,0.78,6.3,6.0,322.4,Very Poor
2022-04-06,12:00,Allahabad,4,12,31.0,73.8,0.5,37.1,75.9,66.9,0.11,3.0,40.0,72.0,Satisfactory
2022-04-07,00:00,Delhi,4,0,33.5,86.5,5.4,45.2,108.5,28.5,0.48,1.0,41.6,106.8,Moderate
2022-04-07,12:00,Mumbai,4,12,26.6,88.2,7.1,94.5,178.4,19.0,0.7,21.7,24.6,222.5,Poor
2022-04-08,00:00,Lucknow,4,0,30.8,93.6,1.7,19.8,54.4,20.0,0.35,32.0,24.9,60.2,Satisfactory
2022-04-08,12:00,Kanpur,4,12,28.4,97.7,2.0,154.3,340.8,37.3,1.11,8.7,15.3,348.3,Very Poor
2022-04-09,00:00,Agra,4,0,32.4,86.4,1.5,47.0,88.1,29.0,0.49,1.0,44.1,93.1,Satisfactory
2022-04-09,12:00,Mathura,4,12,33.2,66.3,8.4,52.1,119.4,11.4,1.29,10.9,27.7,114.6,Moderate
2022-04-10,00:00,Varanasi,4,0,34.2,89.5,15.9,70.8,148.2,65.6,0.32,2.4,39.1,136.2,Moderate
2022-04-10,12:00,Allahabad,4,12,34.1,91.1,4.2,71.8,100.4,57.3,0.42,54.2,33.8,137.1,Moderate
2022-04-11,00:00,Delhi,4,0,33.1,91.7,6.2,49.5,90.2,44.5,0.29,65.2,41.2,86.7,Satisfactory
2022-04-11,12:00,Mumbai,4,12,38.2,82.1,2.0,93.6,172.4,133.2,0.59,14.9,43.3,211.6,Poor
2022-04-12,00:00,Lucknow,4,0,40.0,61.1,5.8,64.1,106.7,82.7,1.0,8.0,25.8,113.3,Moderate
2022-04-12,12:00,Kanpur,4,12,32.2,98.7,0.5,100.5,147.5,24.6,0.81,27.7,20.9,235.2,Poor
2022-04-13,00:00,Agra,4,0,39.0,67.4,7.2,15.3,30.7,22.8,1.3,48.6,69.8,30.5,Good
2022-04-13,12:00,Mathura,4,12,35.3,100.0,1.8,114.9,230.4,44.1,0.59,17.3,84.0,284.4,Poor
2022-04-14,00:00,Varanasi,4,0,29.6,84.8,3.2,82.7,137.7,65.4,0.73,9.1,24.3,183.4,Moderate
2022-04-14,12:00,Allahabad,4,12,31.4,82.1,0.5,154.2,253.3,37.5,1.24,47.8,12.8,350.5,Very Poor
2022-04-15,00:00,Delhi,4,0,32.1,82.4,3.3,26.5,68.9,18.8,1.09,7.1,5.0,73.2,Satisfactory
2022-04-15,12:00,Mumbai,4,12,32.1,78.4,4.4,41.4,74.0,39.3,1.87,46.5,34.4,76.2,Satisfactory
2022-04-16,00:00,Lucknow,4,0,35.2,81.7,10.0,113.4,198.4,15.0,0.94,13.4,29.1,284.7,Poor
